GCA_000633085.1	PRJNA241077	SAMN02713587	Contig	31/10/2008	Georgia: Tbilissi	pulmonary tuberculosis	The strain was isolated from a sputum of a patient with pulmonary tuberculosis
GCA_000653795.1	PRJNA235559	SAMN02586049	Scaffold	22/7/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000653815.1	PRJNA235560	SAMN02586050	Scaffold	24/7/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000653835.1	PRJNA235561	SAMN02586051	Scaffold	29/7/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000653855.1	PRJNA235564	SAMN02586054	Scaffold	9/7/2013	M3 TB Hospital	NULL	sputum
GCA_000653875.1	PRJNA235565	SAMN02586055	Scaffold	10/8/2013	South Africa: King Edward VIII Hospital	NULL	sputum
GCA_000653895.1	PRJNA235566	SAMN02586056	Scaffold	3/7/2013	South Africa: Umphumulo hospital	NULL	sputum
GCA_000653915.1	PRJNA235567	SAMN02586057	Scaffold	24/7/2013	St Margaret's TB Hospital	NULL	sputum
GCA_000653935.1	PRJNA235568	SAMN02586058	Scaffold	11/7/2013	Dundee Hospital	NULL	sputum
GCA_000653955.1	PRJNA235570	SAMN02586060	Scaffold	26/7/2013	South Africa: Mpu, Muza Clinic	NULL	sputum
GCA_000653975.1	PRJNA235572	SAMN02586062	Scaffold	25/7/2013	South Africa: Thulasizwe Hopsital	NULL	sputum
GCA_000653995.1	PRJNA235573	SAMN02586063	Scaffold	2/7/2013	Siloah Clinic	NULL	sputum
GCA_000654015.1	PRJNA235574	SAMN02586064	Scaffold	1/8/2013	South Africa: FOSA Hospital	NULL	sputum
GCA_000654035.1	PRJNA235575	SAMN02586065	Scaffold	30/7/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000654055.1	PRJNA235576	SAMN02586066	Scaffold	23/5/2013	Goodwins Clinic	NULL	sputum
GCA_000654075.1	PRJNA235577	SAMN02586067	Scaffold	18/6/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000654095.1	PRJNA235579	SAMN02586069	Scaffold	31/7/2013	M3 TB Hospital	NULL	sputum
GCA_000654115.1	PRJNA235581	SAMN02586071	Scaffold	23/7/2013	South Africa: FOSA Hospital	NULL	sputum
GCA_000654135.1	PRJNA235582	SAMN02586072	Scaffold	26/7/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000654155.1	PRJNA235584	SAMN02586074	Scaffold	6/8/2013	South Africa: FOSA Hospital	NULL	sputum
GCA_000654175.1	PRJNA235587	SAMN02586077	Scaffold	1/8/2013	South Africa: FOSA Hospital	NULL	sputum
GCA_000654195.1	PRJNA235589	SAMN02586079	Scaffold	5/8/2013	South Africa: FOSA Hospital	NULL	sputum
GCA_000654215.1	PRJNA235590	SAMN02586080	Scaffold	5/8/2013	South Africa: FOSA Hospital	NULL	sputum
GCA_000654235.1	PRJNA235620	SAMN02598956	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654255.1	PRJNA235621	SAMN02598957	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654275.1	PRJNA235623	SAMN02598958	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654295.1	PRJNA235624	SAMN02598959	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654315.1	PRJNA235625	SAMN02598960	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654335.1	PRJNA235626	SAMN02598961	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654355.1	PRJNA235627	SAMN02598962	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654375.1	PRJNA235628	SAMN02598963	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654395.1	PRJNA235629	SAMN02598964	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654415.1	PRJNA235630	SAMN02598965	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654435.1	PRJNA235631	SAMN02598966	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654455.1	PRJNA235632	SAMN02598967	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654475.1	PRJNA235633	SAMN02598968	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654495.1	PRJNA235634	SAMN02598969	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654515.1	PRJNA235635	SAMN02598970	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654535.1	PRJNA235636	SAMN02598971	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654555.1	PRJNA235637	SAMN02598972	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654575.1	PRJNA235638	SAMN02598973	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654595.1	PRJNA235639	SAMN02598974	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654615.1	PRJNA235640	SAMN02598975	Scaffold	2001	India: Tiruvallur	NULL	Sputum
GCA_000654635.1	PRJNA235643	SAMN02598978	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654655.1	PRJNA235644	SAMN02598979	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654675.1	PRJNA235645	SAMN02598980	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654695.1	PRJNA235646	SAMN02598981	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654715.1	PRJNA235647	SAMN02598982	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654735.1	PRJNA235648	SAMN02598983	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654755.1	PRJNA235649	SAMN02598984	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654775.1	PRJNA235650	SAMN02598985	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654795.1	PRJNA235651	SAMN02598986	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654815.1	PRJNA235652	SAMN02598987	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654835.1	PRJNA235653	SAMN02598988	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654855.1	PRJNA235654	SAMN02598989	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654875.1	PRJNA235655	SAMN02598990	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654895.1	PRJNA235656	SAMN02598991	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654915.1	PRJNA235657	SAMN02598992	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654935.1	PRJNA235658	SAMN02598993	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654955.1	PRJNA235659	SAMN02598994	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654975.1	PRJNA235660	SAMN02598995	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000654995.1	PRJNA235661	SAMN02598996	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000655015.1	PRJNA235662	SAMN02598997	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000655035.1	PRJNA235663	SAMN02598998	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000655055.1	PRJNA235664	SAMN02598999	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000655075.1	PRJNA235665	SAMN02599000	Scaffold	2002	India: Tiruvallur	NULL	Sputum
GCA_000655095.1	PRJNA229655	SAMN02419615	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655115.1	PRJNA229656	SAMN02419616	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655135.1	PRJNA229657	SAMN02419617	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000655155.1	PRJNA229658	SAMN02419618	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655175.1	PRJNA229660	SAMN02419620	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000655195.1	PRJNA229661	SAMN02419621	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000655215.1	PRJNA229662	SAMN02419622	Scaffold	2011	Belarus	NULL	Excreted bodily substance
GCA_000655235.1	PRJNA229664	SAMN02419624	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655255.1	PRJNA229665	SAMN02419625	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655275.1	PRJNA229666	SAMN02419626	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655295.1	PRJNA229667	SAMN02419627	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655315.1	PRJNA229668	SAMN02419628	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655335.1	PRJNA229669	SAMN02419629	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655355.1	PRJNA229670	SAMN02419630	Scaffold	2011	Belarus	NULL	Excreted bodily substance
GCA_000655375.1	PRJNA229671	SAMN02419631	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655395.1	PRJNA229672	SAMN02419632	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655415.1	PRJNA229673	SAMN02419633	Scaffold	2010	Belarus	NULL	Excreted bodily substance
GCA_000655435.1	PRJNA229674	SAMN02419634	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655455.1	PRJNA229677	SAMN02419636	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655475.1	PRJNA229678	SAMN02419637	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000655495.1	PRJNA229679	SAMN02419638	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655515.1	PRJNA229680	SAMN02419639	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000655535.1	PRJNA229682	SAMN02419641	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655555.1	PRJNA229683	SAMN02419642	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655575.1	PRJNA229685	SAMN02419643	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000655595.1	PRJNA229686	SAMN02419644	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000655615.1	PRJNA229687	SAMN02419645	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655635.1	PRJNA229688	SAMN02419646	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655655.1	PRJNA229689	SAMN02419647	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655675.1	PRJNA229690	SAMN02419648	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655695.1	PRJNA229691	SAMN02419649	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655715.1	PRJNA229692	SAMN02419650	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000655735.1	PRJNA229693	SAMN02419651	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655775.1	PRJNA229695	SAMN02419653	Scaffold	2011	Belarus	NULL	Excreted bodily substance
GCA_000655795.1	PRJNA229696	SAMN02419654	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000655815.1	PRJNA229697	SAMN02419655	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655835.1	PRJNA229698	SAMN02419656	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655855.1	PRJNA229699	SAMN02419657	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655875.1	PRJNA229700	SAMN02419658	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655895.1	PRJNA229701	SAMN02419659	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655915.1	PRJNA229702	SAMN02419660	Scaffold	2011	Belarus	NULL	Excreted bodily substance
GCA_000655935.1	PRJNA229703	SAMN02419661	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655955.1	PRJNA229704	SAMN02419662	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655975.1	PRJNA229705	SAMN02419663	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000655995.1	PRJNA229706	SAMN02419664	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000656015.1	PRJNA229707	SAMN02419665	Scaffold	2011	Belarus	NULL	Excreted bodily substance
GCA_000656035.1	PRJNA229708	SAMN02419666	Scaffold	2011	Belarus	NULL	Excreted bodily substance
GCA_000656055.1	PRJNA229709	SAMN02419667	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000656075.1	PRJNA229710	SAMN02419668	Scaffold	2013	Belarus	NULL	Excreted bodily substance
GCA_000656095.1	PRJNA229711	SAMN02419669	Scaffold	2011	Belarus	NULL	Excreted bodily substance
GCA_000656115.1	PRJNA229712	SAMN02419670	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000656135.1	PRJNA229713	SAMN02419671	Scaffold	2010	Belarus	NULL	Excreted bodily substance
GCA_000656155.1	PRJNA229714	SAMN02419672	Scaffold	2011	Belarus	NULL	Excreted bodily substance
GCA_000656175.1	PRJNA229715	SAMN02419673	Scaffold	2010	Belarus	NULL	Excreted bodily substance
GCA_000656195.1	PRJNA229716	SAMN02419674	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000656215.1	PRJNA229717	SAMN02419675	Scaffold	2011	Belarus	NULL	Excreted bodily substance
GCA_000656235.1	PRJNA229718	SAMN02419676	Scaffold	2010	Belarus	NULL	Excreted bodily substance
GCA_000656255.1	PRJNA229719	SAMN02419677	Scaffold	2010	Belarus	NULL	Excreted bodily substance
GCA_000656275.1	PRJNA229720	SAMN02419678	Scaffold	2012	Belarus	NULL	Excreted bodily substance
GCA_000656295.1	PRJNA229721	SAMN02419679	Scaffold	2009	Belarus	NULL	Excreted bodily substance
GCA_000656315.1	PRJNA229722	SAMN02419680	Scaffold	2009	Belarus	NULL	Excreted bodily substance
GCA_000656335.1	PRJNA229723	SAMN02419681	Scaffold	2009	Belarus	NULL	Excreted bodily substance
GCA_000656355.1	PRJNA229725	SAMN02419683	Scaffold	2010	Belarus	NULL	Excreted bodily substance
GCA_000656375.1	PRJNA229727	SAMN02419685	Scaffold	2010	Belarus	NULL	Excreted bodily substance
GCA_000656395.1	PRJNA229728	SAMN02419686	Scaffold	2010	Belarus	NULL	Excreted bodily substance
GCA_000656415.1	PRJNA233322	SAMN02567662	Scaffold	NULL	Uganda	NULL	missing
GCA_000656435.1	PRJNA233330	SAMN02567670	Scaffold	NULL	Uganda	NULL	missing
GCA_000656455.1	PRJNA233332	SAMN02567672	Scaffold	NULL	Uganda	NULL	missing
GCA_000656475.1	PRJNA233333	SAMN02567673	Scaffold	NULL	Uganda	NULL	missing
GCA_000656495.1	PRJNA233334	SAMN02567674	Scaffold	NULL	Uganda	NULL	missing
GCA_000656515.1	PRJNA233338	SAMN02567678	Scaffold	NULL	Uganda	NULL	missing
GCA_000656535.1	PRJNA233339	SAMN02567679	Scaffold	NULL	Uganda	NULL	missing
GCA_000656555.1	PRJNA233340	SAMN02567680	Scaffold	NULL	Uganda	NULL	missing
GCA_000656575.1	PRJNA233342	SAMN02567682	Scaffold	NULL	Uganda	NULL	missing
GCA_000656595.1	PRJNA233343	SAMN02567683	Scaffold	NULL	Uganda	NULL	missing
GCA_000656615.1	PRJNA233344	SAMN02567684	Scaffold	NULL	Uganda	NULL	missing
GCA_000656635.1	PRJNA233345	SAMN02567685	Scaffold	NULL	Uganda	NULL	missing
GCA_000656655.1	PRJNA233351	SAMN02567699	Scaffold	27/3/2013	Romania	NULL	sputum
GCA_000656675.1	PRJNA233353	SAMN02567701	Scaffold	31/7/2013	Romania	NULL	sputum
GCA_000656695.1	PRJNA235592	SAMN02586082	Scaffold	15/7/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000656715.1	PRJNA235593	SAMN02586083	Scaffold	1/8/2013	South Africa: FOSA Hospital	NULL	Sputum
GCA_000656735.1	PRJNA235594	SAMN02586084	Scaffold	25/7/2013	South Africa: Thulasizwe Hopsital	NULL	sputum
GCA_000656755.1	PRJNA235595	SAMN02586085	Scaffold	30/7/2013	South Africa: Manguzi Hospital	NULL	sputum
GCA_000656775.1	PRJNA235596	SAMN02586086	Scaffold	23/7/2013	Stanger Hospital	NULL	sputum
GCA_000656795.1	PRJNA235597	SAMN02586087	Scaffold	7/8/2013	South Africa: FOSA Hospital	NULL	sputum
GCA_000656815.1	PRJNA235598	SAMN02586088	Scaffold	25/7/2013	South Africa: Ngwelezana Hospital	NULL	sputum
GCA_000656835.1	PRJNA235599	SAMN02586089	Scaffold	8/8/2013	Catherine Booth	NULL	sputum
GCA_000656855.1	PRJNA235600	SAMN02586090	Scaffold	30/7/2013	South Africa: Thulasizwe Hopsital	NULL	sputum
GCA_000656875.1	PRJNA235601	SAMN02586091	Scaffold	5/8/2013	South Africa: Shallcross Clinic	NULL	sputum
GCA_000656895.1	PRJNA235602	SAMN02586092	Scaffold	7/8/2013	South Africa: Prince Mshiyeni Memorial Hospital	NULL	sputum
GCA_000656915.1	PRJNA235604	SAMN02586094	Scaffold	23/8/2013	South Africa: Manguzi Hospital	NULL	sputum
GCA_000656935.1	PRJNA235605	SAMN02586095	Scaffold	8/8/2013	South Africa: Inanda CHC	NULL	sputum
GCA_000656955.1	PRJNA235606	SAMN02586096	Scaffold	16/7/2013	Siloah Clinic	NULL	sputum
GCA_000656975.1	PRJNA235607	SAMN02586097	Scaffold	31/7/2013	South Africa: Sihleza Clinic	NULL	sputum
GCA_000656995.1	PRJNA235609	SAMN02586099	Scaffold	23/8/2013	South Africa: King Edward VIII Hospital	NULL	sputum
GCA_000657015.1	PRJNA235610	SAMN02586100	Scaffold	8/8/2013	St Margaret's Hospital	NULL	sputum
GCA_000657035.1	PRJNA235612	SAMN02586102	Scaffold	4/8/2013	India: Mahatma Gandhi Hospital	NULL	CSF
GCA_000657055.1	PRJNA235613	SAMN02586103	Scaffold	14/8/2013	St Margaret's Hospital	NULL	sputum
GCA_000657075.1	PRJNA235614	SAMN02586104	Scaffold	30/7/2013	South Africa: Untunjambili Hospital	NULL	sputum
GCA_000657095.1	PRJNA237385	SAMN02628478	Scaffold	2012-06	Iran	NULL	NULL
GCA_000657115.1	PRJNA237386	SAMN02628479	Scaffold	2013-07	Iran	NULL	NULL
GCA_000657135.1	PRJNA237388	SAMN02628481	Scaffold	2009-01	Iran	NULL	NULL
GCA_000657155.1	PRJNA237390	SAMN02628483	Scaffold	2013-02	Iran	NULL	NULL
GCA_000657175.1	PRJNA237391	SAMN02628484	Scaffold	2013-04	Iran	NULL	NULL
GCA_000657195.1	PRJNA237392	SAMN02628485	Scaffold	2012-06	Iran	NULL	NULL
GCA_000657215.1	PRJNA237394	SAMN02628487	Scaffold	2013-09	Iran	NULL	NULL
GCA_000657235.1	PRJNA237395	SAMN02628488	Scaffold	2012-04	Iran	NULL	NULL
GCA_000657255.1	PRJNA237396	SAMN02628489	Scaffold	2013-07	Iran	NULL	NULL
GCA_000657275.1	PRJNA237397	SAMN02628490	Scaffold	2013-09	Iran	NULL	NULL
GCA_000657295.1	PRJNA237398	SAMN02628491	Scaffold	2013-06	Iran	NULL	NULL
GCA_000657315.1	PRJNA237400	SAMN02628493	Scaffold	2009-01	Iran	NULL	NULL
GCA_000657335.1	PRJNA237401	SAMN02628494	Scaffold	NULL	Iran	NULL	NULL
GCA_000657355.1	PRJNA237405	SAMN02628498	Scaffold	2011-02	Iran	NULL	NULL
GCA_000657375.1	PRJNA237406	SAMN02628499	Scaffold	2010-08	Iran	NULL	NULL
GCA_000657395.1	PRJNA237407	SAMN02628500	Scaffold	2010-07	Iran	NULL	NULL
GCA_000657415.1	PRJNA237408	SAMN02628501	Scaffold	2011-05	Iran	NULL	NULL
GCA_000657435.1	PRJNA237409	SAMN02628502	Scaffold	2010-04	Iran	NULL	NULL
GCA_000657455.1	PRJNA237410	SAMN02628503	Scaffold	2013-06	Iran	NULL	NULL
GCA_000657475.1	PRJNA237411	SAMN02628504	Scaffold	2012-02	Iran	NULL	NULL
GCA_000657495.1	PRJNA237412	SAMN02628505	Scaffold	2010-05	Iran	NULL	NULL
GCA_000657515.1	PRJNA237413	SAMN02628506	Scaffold	2011-06	Iran	NULL	NULL
GCA_000657535.1	PRJNA237415	SAMN02628508	Scaffold	2013-05	Iran	NULL	NULL
GCA_000657555.1	PRJNA237416	SAMN02628509	Scaffold	2009-04	Iran	NULL	NULL
GCA_000657575.1	PRJNA237417	SAMN02628510	Scaffold	2012-04	Iran	NULL	NULL
GCA_000657595.1	PRJNA237427	SAMN02628520	Scaffold	2013-07	Iran	NULL	NULL
GCA_000657615.1	PRJNA237429	SAMN02628522	Scaffold	2012-06	Iran	NULL	NULL
GCA_000657635.1	PRJNA237430	SAMN02628523	Scaffold	2013-02	Iran	NULL	NULL
GCA_000657655.1	PRJNA237433	SAMN02628526	Scaffold	2011-05	Iran	NULL	NULL
GCA_000657675.1	PRJNA237434	SAMN02628527	Scaffold	2011-07	Iran	NULL	NULL
GCA_000657835.1	PRJNA198131	SAMN02053769	Contig	17/7/2008	South Africa: Prince Msheyeni	NULL	Bodily fluid
GCA_000657855.1	PRJNA219836	SAMN02360625	Contig	2013	South Korea	NULL	NULL
GCA_000657875.1	PRJNA223548	SAMN02380993	Contig	NULL	Uganda	NULL	Sputum
GCA_000657895.1	PRJNA223559	SAMN02381004	Contig	NULL	Uganda	NULL	Sputum
GCA_000657915.1	PRJNA223575	SAMN02381020	Contig	NULL	Uganda	NULL	Sputum
GCA_000657935.1	PRJNA226761	SAMN02398696	Contig	6/8/2009	South Korea	NULL	NULL
GCA_000657955.1	PRJNA226769	SAMN02398704	Contig	7/2/2011	South Korea	NULL	NULL
GCA_000657975.1	PRJNA226770	SAMN02398705	Contig	7/1/2010	South Korea	NULL	NULL
GCA_000657995.1	PRJNA226776	SAMN02398711	Contig	8/8/2011	South Korea	NULL	NULL
GCA_000658015.1	PRJNA226778	SAMN02398713	Contig	9/12/2012	South Korea	NULL	NULL
GCA_000658035.1	PRJNA233321	SAMN02567661	Contig	NULL	Uganda	NULL	missing
GCA_000658055.1	PRJNA233336	SAMN02567676	Contig	NULL	Uganda	NULL	missing
GCA_000658075.1	PRJNA233337	SAMN02567677	Contig	NULL	Uganda	NULL	missing
GCA_000658095.1	PRJNA229596	SAMN02419558	Contig	2012	Belarus	NULL	Excreted bodily substance
GCA_000658115.1	PRJNA229608	SAMN02419570	Contig	2012	Belarus	NULL	Excreted bodily substance
GCA_000658135.1	PRJNA229626	SAMN02419587	Contig	2012	Belarus	NULL	Excreted bodily substance
GCA_000658155.1	PRJNA229649	SAMN02419609	Contig	2012	Belarus	NULL	Excreted bodily substance
GCA_000658175.1	PRJNA234547	SAMN02584586	Contig	10/12/2010	Moldova: Chisinau	NULL	NULL
GCA_000658195.1	PRJNA234548	SAMN02584587	Contig	13/12/2010	Moldova: Chisinau	NULL	NULL
GCA_000658215.1	PRJNA234561	SAMN02584599	Contig	18/12/2010	Moldova: Chisinau	NULL	NULL
GCA_000658235.1	PRJNA234569	SAMN02584607	Contig	15/11/2010	Moldova: Chisinau	NULL	NULL
GCA_000658255.1	PRJNA234590	SAMN02584628	Contig	3/12/2010	Moldova: Chisinau	NULL	NULL
GCA_000658275.1	PRJNA234591	SAMN02584629	Contig	3/12/2010	Moldova: Chisinau	NULL	NULL
GCA_000658295.1	PRJNA238921	SAMN02400330	Contig	missing	missing	NULL	missing
GCA_000658315.1	PRJNA228048	SAMN02403495	Contig	missing	South Africa	NULL	missing
GCA_000658335.1	PRJNA235641	SAMN02598976	Contig	2001	India: Tiruvallur	NULL	Sputum
GCA_000658355.1	PRJNA235642	SAMN02598977	Contig	2001	India: Tiruvallur	NULL	Sputum
GCA_000658375.1	PRJNA235738	SAMN02599073	Contig	2003	India: Tiruvallur	NULL	Sputum
GCA_000658395.1	PRJNA235789	SAMN02599123	Contig	2003	India: Tiruvallur	NULL	Sputum
GCA_000658415.1	PRJNA229210	SAMN02414845	Contig	2007	Sweden	NULL	sputum
GCA_000658435.1	PRJNA233354	SAMN02567702	Contig	1/2/2013	Romania	NULL	sputum
GCA_000658455.1	PRJNA233356	SAMN02567704	Contig	16/11/2013	Romania	NULL	sputum
GCA_000658475.1	PRJNA233357	SAMN02567705	Contig	6/11/2013	Romania	NULL	sputum
GCA_000658495.1	PRJNA233363	SAMN02567711	Contig	14/3/2013	Romania	NULL	sputum
GCA_000658515.1	PRJNA233370	SAMN02567718	Contig	18/1/2013	Romania	NULL	sputum
GCA_000658535.1	PRJNA233395	SAMN02567763	Contig	26/4/2001	NULL	NULL	Pleural biopsy
GCA_000658555.1	PRJNA233396	SAMN02567764	Contig	31/1/2008	NULL	NULL	Isolate
GCA_000658575.1	PRJNA235472	SAMN02585962	Contig	17/5/2013	South Africa: Mosvold Hospital	NULL	missing
GCA_000658595.1	PRJNA235495	SAMN02585985	Contig	29/5/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000658615.1	PRJNA235521	SAMN02586011	Contig	18/7/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000658635.1	PRJNA235532	SAMN02586022	Contig	31/5/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000658655.1	PRJNA235539	SAMN02586029	Contig	12/6/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000658675.1	PRJNA235544	SAMN02586034	Contig	21/6/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000658695.1	PRJNA235569	SAMN02586059	Contig	14/7/2013	South Africa: Edendale Hospital	NULL	sputum
GCA_000658715.1	PRJNA235571	SAMN02586061	Contig	10/7/2013	South Africa: Thulasizwe Hopsital	NULL	sputum
GCA_000658735.1	PRJNA235578	SAMN02586068	Contig	24/7/2013	Chwezi Clinic	NULL	sputum
GCA_000658755.1	PRJNA235580	SAMN02586070	Contig	6/8/2013	South Africa: King Dinuzulu Hospital	NULL	sputum
GCA_000658775.1	PRJNA235585	SAMN02586075	Contig	26/7/2013	Christ The King Hospital	NULL	sputum
GCA_000658795.1	PRJNA235603	SAMN02586093	Contig	10/7/2013	South Africa: Doris Goodwin Hospital	NULL	sputum
GCA_000658815.1	PRJNA235611	SAMN02586101	Contig	23/8/2013	South Africa: Manguzi Hospital	NULL	sputum
GCA_000658835.1	PRJNA228071	SAMN02403518	Scaffold	missing	South Africa	NULL	missing
GCA_000658855.1	PRJNA229287	SAMN02414922	Scaffold	2009	Sweden	NULL	sputum
GCA_000658875.1	PRJNA229293	SAMN02414928	Scaffold	2009	Sweden	NULL	secrete
GCA_000658905.1	PRJNA229300	SAMN02414935	Scaffold	2010	Sweden	NULL	sputum
GCA_000658925.1	PRJNA229302	SAMN02414937	Scaffold	2010	Sweden	NULL	tissue
GCA_000658945.1	PRJNA229306	SAMN02414941	Scaffold	2010	Sweden	NULL	bronchial
GCA_000659005.1	PRJNA229296	SAMN02414931	Scaffold	2010	Sweden	NULL	sputum
GCA_000659025.1	PRJNA183514	SAMN01828242	Scaffold	NULL	missing	NULL	Bodily Fluid
GCA_000659045.1	PRJNA183515	SAMN01828243	Scaffold	NULL	missing	NULL	Bodily Fluid
GCA_000659065.1	PRJNA183517	SAMN01828245	Scaffold	NULL	missing	NULL	Bodily Fluid
GCA_000659085.1	PRJNA183518	SAMN01828246	Scaffold	NULL	missing	NULL	Bodily Fluid
